Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2024-02-09,2024-02-10,2830,TARGET        00010454,Merchandise,110.07,
2024-02-08,2024-02-09,2830,DUNKIN #340804 Q35,Dining,29.64,
2024-02-07,2024-02-08,2830,USPS PO 2376500336,Other Services,35.00,
2024-02-06,2024-02-07,2830,WEGMANS OWINGS MILLS #125,Merchandise,406.58,
2024-02-04,2024-02-06,6161,QDOBA 2434,Dining,49.77,
2024-02-04,2024-02-05,6161,LOWES #03388*,Merchandise,72.24,
2024-02-03,2024-02-03,6161,CREDIT-TRAVEL REWARD,Payment/Credit,,408.00
2024-02-03,2024-02-03,6161,CREDIT-TRAVEL REWARD,Payment/Credit,,408.00
2024-02-03,2024-02-03,6161,CAPITAL ONE MOBILE PYMT,Payment/Credit,,4000.00
2024-02-01,2024-02-02,6161,Etsy.com*NYMDinspired,Merchandise,0.20,
2024-01-31,2024-02-01,2830,CVS/PHARMACY #04030,Health Care,18.01,
2024-01-31,2024-02-01,2830,SANTONI'S MARKET,Merchandise,52.48,
2024-01-31,2024-02-01,2830,TARGET        00010454,Merchandise,39.51,
2024-01-30,2024-02-01,6161,UNITED      0164272444384,Airfare,30.00,
2024-01-30,2024-02-01,6161,UNITED      0164272444383,Airfare,30.00,
2024-01-30,2024-02-01,6161,UNITED      0162360745605,Airfare,408.00,
2024-01-30,2024-02-01,6161,UNITED      0162360745604,Airfare,408.00,
2024-01-30,2024-01-31,2830,WEGMANS OWINGS MILLS #125,Merchandise,356.83,
2024-01-28,2024-01-29,6161,HEALTHY PAWS PET INSURAN,Insurance,91.32,
2024-01-28,2024-01-29,6161,WEIS MARKETS INC 29,Merchandise,6.30,
2024-01-27,2024-01-29,6161,QUICK CHEK CORPORATION,Gas/Automotive,7.87,
2024-01-27,2024-01-29,6161,SHEETZ 0297   00002972,Gas/Automotive,7.01,
2024-01-28,2024-01-29,6161,APPLE.COM/BILL,Entertainment,2.99,
2024-01-26,2024-01-29,2830,CHICK-FIL-A #02898,Dining,27.12,
2024-01-27,2024-01-29,6161,RESIDENCE INN KINGSTON,Lodging,3.56,
2024-01-26,2024-01-29,6161,HUNTER  F&B,Dining,27.95,
2024-01-25,2024-01-27,2830,HOBBY-LOBBY #902,Merchandise,8.89,
2024-01-25,2024-01-26,6161,POPEYES 11636,Dining,10.24,
2024-01-25,2024-01-26,6161,WEIS MARKETS INC 29,Merchandise,9.43,
2024-01-23,2024-01-25,2830,CHICK-FIL-A #03678,Dining,2.43,
2024-01-25,2024-01-25,6161,HUDSON ST2034,Merchandise,21.89,
2024-01-25,2024-01-25,6161,I LOVE LA TERMINAL 5,Merchandise,32.92,
2024-01-23,2024-01-24,2830,WEGMANS OWINGS MILLS #125,Merchandise,150.53,
2024-01-22,2024-01-24,2830,CHICK-FIL-A #03678,Dining,30.38,
2024-01-22,2024-01-24,2830,ROYALFARMS #34,Gas/Automotive,38.15,
2024-01-22,2024-01-23,2830,HOMEGOODS #243,Merchandise,57.20,
2024-01-21,2024-01-23,6161,ROYALFARMS #34,Gas/Automotive,38.59,
2024-01-20,2024-01-22,6161,THE HOME DEPOT #2507,Merchandise,31.77,
2024-01-20,2024-01-22,6161,SAFEWAY 1657,Merchandise,16.94,
2024-01-20,2024-01-22,6161,PARTY CITY 1090,Merchandise,12.72,
2024-01-20,2024-01-22,6161,PARTY CITY 1090,Merchandise,7.95,
2024-01-20,2024-01-22,6161,5GUYS 0509 ECOMM,Dining,59.81,
2024-01-20,2024-01-22,2830,TARGET        00010454,Merchandise,,13.99
2024-01-20,2024-01-22,6161,TARGET        00010454,Merchandise,63.20,
2024-01-18,2024-01-19,2830,WEGMANS OWINGS MILLS #125,Merchandise,367.53,
2024-01-17,2024-01-18,6161,SANTONI'S MARKET,Merchandise,49.98,
2024-01-15,2024-01-16,6161,TRAVEL INSURED INTERNA,Insurance,162.00,
2024-01-15,2024-01-16,6161,SNOW.COM/VAIL RESORTS SKI,Entertainment,178.95,
2024-01-15,2024-01-15,6161,SLICE*ALFEOSITALIANKIT,Dining,42.25,
2024-01-13,2024-01-15,6161,SONNY LEE'S HUNAN TASTE,Dining,80.51,
2024-01-13,2024-01-15,2830,WAVE - *MOZARTS GYM,Other Services,315.00,
2024-01-13,2024-01-15,6161,SIEBERT REALTY,Other Services,1803.00,
2024-01-13,2024-01-13,2830,TARGET.COM  *,Merchandise,25.98,
2024-01-12,2024-01-13,2830,TARGET.COM  *,Merchandise,26.49,
2024-01-11,2024-01-12,2830,WEGMANS OWINGS MILLS #125,Merchandise,302.26,
2024-01-08,2024-01-09,2830,TARGET        00010454,Merchandise,126.05,
2024-01-08,2024-01-09,2830,TARGET        00010454,Merchandise,,19.08
2024-01-08,2024-01-09,6161,IN *ORGANIC LAWNS OF AMER,Other Services,49.95,
2024-01-06,2024-01-08,6161,SANTONI'S MARKET,Merchandise,29.23,
2024-01-05,2024-01-06,2830,HOFFMANS ICE CREAM,Dining,16.00,
2024-01-05,2024-01-06,6161,LIDL #1471,Merchandise,13.86,
2024-01-05,2024-01-06,6161,DOLLAR TREE,Merchandise,6.89,
2024-01-05,2024-01-06,6161,APPLE.COM/BILL,Entertainment,5.29,
2024-01-04,2024-01-05,2830,TARGET.COM  *,Merchandise,19.83,
2024-01-04,2024-01-05,2830,WEGMANS OWINGS MILLS #125,Merchandise,315.99,
2024-01-04,2024-01-05,2830,TARGET        00010454,Merchandise,103.76,
2024-01-04,2024-01-05,6161,SANTONI'S MARKET,Merchandise,36.89,
2024-01-04,2024-01-04,2830,TARGET.COM  *,Merchandise,27.36,
2024-01-03,2024-01-04,2830,WALMART.COM,Merchandise,45.08,
2024-01-02,2024-01-02,6161,CAPITAL ONE MOBILE PYMT,Payment/Credit,,4305.01
2023-12-30,2024-01-02,2830,SPA IN THE VALLEY   HUNT,Other Services,4.00,
2023-12-30,2024-01-02,2830,SQ *TIPPY,Other Services,22.93,
2023-12-29,2024-01-02,2830,STARBUCKS STORE 58603,Dining,3.13,
2023-12-30,2024-01-02,6161,WEIS MARKETS INC 29,Merchandise,45.92,
2023-12-30,2024-01-02,6161,SANTONI'S MARKET,Merchandise,2.99,

